,dataset,image_name,c1,c2,c3,c4,c5,c_total,scaled_MOS_quality,SD,MOS_zscore,set
1427,koniq,2746983219.jpg,0,3,48,52,0,103,3.47572815533981,0.557386411433294,67.5789473684211,test
1428,koniq,2747111058.jpg,1,3,43,54,1,102,3.5,0.625371176910874,69.6283185840708,training
1429,koniq,2748301393.jpg,3,52,40,7,0,102,2.5,0.671189279938938,40.825,validation
1430,koniq,2748370097.jpg,2,12,63,21,4,102,3.12745098039216,0.740237701018349,56.0252293577982,test
1431,koniq,2749377637.jpg,0,10,79,17,1,107,3.08411214953271,0.534145329088297,57.3621495327103,training
1432,koniq,2753587179.jpg,1,4,63,26,1,95,3.23157894736842,0.591655297484467,61.6850961538462,training
1433,koniq,2753606061.jpg,0,10,80,37,0,127,3.21259842519685,0.572240393205992,62.2096774193548,training
1434,koniq,2756512177.jpg,0,16,81,11,0,108,2.9537037037037,0.500173040323575,53.858407079646,training
1435,koniq,2759049308.jpg,1,35,64,2,0,102,2.65686274509804,0.535753342818227,45.3819444444444,training
1436,koniq,275983561.jpg,1,25,67,10,0,103,2.83495145631068,0.595688551645559,50.7270642201835,training
1437,koniq,276009784.jpg,0,5,64,39,0,108,3.31481481481481,0.55783540513105,62.8050847457627,training
1438,koniq,2761179748.jpg,0,8,60,41,1,110,3.31818181818182,0.619733860929016,63.2245762711864,training
1439,koniq,2762549217.jpg,0,2,45,56,3,106,3.56603773584906,0.585846850205561,69.8448275862069,training
1440,koniq,2764211276.jpg,5,79,25,2,0,111,2.21621621621622,0.546150252476458,32.4217391304348,training
1441,koniq,2764419323.jpg,0,14,77,21,0,112,3.0625,0.558008847487093,56.4230769230769,training
1442,koniq,2764641436.jpg,0,0,49,55,0,104,3.52884615384615,0.50158449460463,70.2673267326733,training
1443,koniq,276570133.jpg,1,63,43,2,0,109,2.42201834862385,0.549302216986366,38.6449579831933,training
1444,koniq,276590560.jpg,3,49,47,4,0,103,2.50485436893204,0.624245213379169,40.1689189189189,test
1445,koniq,2766412345.jpg,6,58,41,1,0,106,2.34905660377358,0.602256911327458,37.1216216216216,test
1446,koniq,2768178889.jpg,1,47,52,4,0,104,2.56730769230769,0.587316144781357,42.6880530973451,training
1447,koniq,2770155406.jpg,0,6,68,32,0,106,3.24528301886792,0.548787768062993,63.2433035714286,training
1448,koniq,2771131265.jpg,0,2,57,45,1,105,3.42857142857143,0.552218303703395,65.2065217391304,training
1449,koniq,277244271.jpg,0,27,61,9,0,97,2.81443298969072,0.583271965353222,49.0582524271845,training
1450,koniq,277758418.jpg,1,13,70,21,1,106,3.07547169811321,0.627893124171503,55.6995798319328,training
1451,koniq,2778039171.jpg,0,2,38,62,3,105,3.62857142857143,0.576079970028582,68.8581081081081,test
1452,koniq,2779185055.jpg,0,23,73,13,0,109,2.90825688073395,0.569946137865639,49.9889380530973,test
1453,koniq,2780719978.jpg,0,9,88,28,1,126,3.16666666666667,0.547722557505166,59.9842519685039,training
1454,koniq,278235103.jpg,2,55,45,5,0,107,2.49532710280374,0.620009613067607,39.722972972973,training
1455,koniq,2785267250.jpg,0,1,28,69,2,100,3.72,0.514045157785213,74.1146788990826,training
1456,koniq,2785774595.jpg,0,9,65,26,2,102,3.20588235294118,0.618817705272534,59.5675675675676,training
1457,koniq,278636331.jpg,0,12,61,28,2,103,3.19417475728155,0.657658538661367,58.0870535714286,validation
1458,koniq,2786566950.jpg,5,76,26,0,0,107,2.19626168224299,0.503558138451676,31.2268907563025,training
1459,koniq,27896611.jpg,0,18,58,26,2,104,3.11538461538462,0.701007490060013,56.0705128205128,training
1460,koniq,2789763994.jpg,0,0,43,57,1,101,3.58415841584158,0.515117981295029,69.2570754716981,training
1461,koniq,2790138273.jpg,0,6,56,36,0,98,3.30612244897959,0.58164649456993,59.2610619469027,training
1462,koniq,2795083224.jpg,0,6,45,59,2,112,3.50892857142857,0.62953630460519,66.8601694915254,training
1463,koniq,2796774323.jpg,0,0,28,66,12,106,3.84905660377358,0.598290466646247,78.4174107142857,test
1464,koniq,2798808586.jpg,0,4,58,40,0,102,3.35294117647059,0.556635202786152,62.1559633027523,test
1465,koniq,2799264783.jpg,0,1,38,66,4,109,3.6697247706422,0.561991265774353,74.4809322033898,training
1466,koniq,2799634889.jpg,0,3,65,32,2,102,3.32352941176471,0.565716311123285,62.2236842105263,training
1467,koniq,280028696.jpg,8,77,26,0,0,111,2.16216216216216,0.531559293546151,30.7415966386555,training
1468,koniq,2800893640.jpg,29,62,10,0,0,101,1.81188118811881,0.595195283703235,20.892523364486,training
1469,koniq,2801033102.jpg,1,45,54,8,0,108,2.63888888888889,0.633316936990578,43.4978991596639,test
1470,koniq,2806740564.jpg,0,2,44,58,3,107,3.57943925233645,0.583376366064357,72.5245535714286,training
1471,koniq,2807676440.jpg,0,2,66,33,0,101,3.30693069306931,0.504828173885447,63.175,validation
1472,koniq,2807762234.jpg,0,0,43,58,6,107,3.65420560747664,0.584433344946403,70.4663865546218,test
1473,koniq,2808063507.jpg,3,62,40,0,0,105,2.35238095238095,0.536745040121693,35.7331932773109,training
1474,koniq,2808265543.jpg,6,57,58,5,0,126,2.49206349206349,0.654168562326644,39.7682926829268,training
1475,koniq,2808286292.jpg,0,0,32,68,5,105,3.74285714285714,0.537597422809103,72.3552631578947,test
1476,koniq,2809274597.jpg,2,51,51,4,0,108,2.52777777777778,0.60308139177812,41.15,training
1477,koniq,2811625726.jpg,1,1,29,76,7,114,3.76315789473684,0.614033978751189,74.9033613445378,training
1478,koniq,2815247737.jpg,2,42,50,6,0,100,2.6,0.635641726163728,40.1327433628319,training
1479,koniq,281609508.jpg,0,12,63,28,1,104,3.17307692307692,0.630030168676761,60.7361111111111,training
1480,koniq,28173586.jpg,0,5,55,42,1,103,3.37864077669903,0.596008041371744,63.5862068965517,test
1481,koniq,2817883212.jpg,0,0,18,70,12,100,3.94,0.547169022692202,79.7695652173913,test
1482,koniq,2818844013.jpg,0,1,43,61,0,105,3.57142857142857,0.516220414632661,71.0471698113208,test
1483,koniq,2819296433.jpg,1,33,62,10,0,106,2.76415094339623,0.625671247807053,46.195652173913,test
1484,koniq,2819647550.jpg,0,3,57,36,0,96,3.34375,0.53955390931086,66.7642857142857,training
1485,koniq,2822019435.jpg,0,3,47,57,0,107,3.50467289719626,0.555823912928399,70.8551401869159,training
1486,koniq,2823812300.jpg,1,7,58,44,1,111,3.33333333333333,0.65133894727893,61.2884615384615,training
1487,koniq,2824487894.jpg,9,78,16,1,0,104,2.08653846153846,0.523442246015848,27.6911764705882,training
1488,koniq,2824866912.jpg,0,10,52,42,1,105,3.32380952380952,0.657723903017621,62.9826086956522,training
1489,koniq,282730228.jpg,0,14,67,22,1,104,3.09615384615385,0.615641283292309,54.6986607142857,training
1490,koniq,2828824744.jpg,1,50,52,1,0,104,2.50961538461538,0.539600576976746,41.2278761061947,training
1491,koniq,28311109.jpg,86,16,0,0,0,102,1.15686274509804,0.365467232192233,5.16025641025641,training
1492,koniq,2832980159.jpg,0,2,40,62,2,106,3.60377358490566,0.563648747140221,71.640625,training
1493,koniq,2833068342.jpg,0,1,53,50,0,104,3.47115384615385,0.520580907214179,65.3220338983051,training
1494,koniq,2833148596.jpg,0,5,49,57,1,112,3.48214285714286,0.600032174169527,65.3782051282051,training
1495,koniq,2835381273.jpg,4,49,48,5,0,106,2.50943396226415,0.650937536596151,41.8495145631068,training
1496,koniq,2836089223.jpg,4,60,38,6,0,108,2.42592592592593,0.658569728973095,39.6155462184874,training
1497,koniq,2836927819.jpg,0,0,12,86,11,109,3.99082568807339,0.461387056201525,82.0897435897436,training
1498,koniq,2837843986.jpg,9,78,39,0,0,126,2.23809523809524,0.571714214321406,33.6673387096774,training
1499,koniq,2838554535.jpg,2,56,42,4,0,104,2.46153846153846,0.606166962854181,39.9867256637168,training
1500,koniq,2838590977.jpg,0,21,80,4,0,105,2.83809523809524,0.462514231045288,47.9891304347826,training
1501,koniq,2839454152.jpg,7,70,32,1,0,110,2.24545454545455,0.577663176618824,33.9294871794872,training
1502,koniq,2839494557.jpg,0,1,43,61,2,107,3.5981308411215,0.547029940957534,71.436974789916,test
1503,koniq,2840937282.jpg,7,61,30,0,0,98,2.23469387755102,0.570783877855586,31.9564220183486,training
1504,koniq,2841048687.jpg,0,11,84,12,1,108,3.02777777777778,0.501555213709073,55.6944444444444,training
1505,koniq,2841924891.jpg,0,1,52,50,0,103,3.47572815533981,0.521022000855986,68.9457547169811,training
1506,koniq,2844388238.jpg,0,5,52,42,2,101,3.40594059405941,0.619325727251536,67.8839285714286,training
1507,koniq,2844802224.jpg,2,21,55,27,0,105,3.01904761904762,0.733549751615552,52.5067567567568,test
1508,koniq,2848340403.jpg,1,23,80,9,1,114,2.87719298245614,0.582037174210297,50.7079831932773,training
1509,koniq,2848415190.jpg,0,2,43,57,2,104,3.56730769230769,0.57054603512134,72.6486486486486,training
1510,koniq,2848420274.jpg,1,1,60,43,1,106,3.39622641509434,0.580299516801763,66.6732673267327,training
1511,koniq,2848518668.jpg,0,4,58,39,0,101,3.34653465346535,0.555619358272486,61.7018348623853,training
1512,koniq,285149839.jpg,0,60,77,2,0,139,2.58273381294964,0.523357064571412,42.6989795918367,training
1513,koniq,2851510265.jpg,0,5,66,31,0,102,3.25490196078431,0.53927480659291,63.1399082568807,test
1514,koniq,285183593.jpg,25,70,8,2,0,105,1.87619047619048,0.615430401227124,20.8445945945946,training
1515,koniq,2852195444.jpg,0,8,44,47,2,101,3.42574257425743,0.668528752612262,64.3509174311927,test
1516,koniq,2852488757.jpg,0,1,43,65,2,111,3.61261261261261,0.5422373041587,71.4594594594595,training
1517,koniq,2855163439.jpg,0,24,94,10,0,128,2.890625,0.505627776945549,52.125,training
1518,koniq,2856053454.jpg,8,82,11,0,0,101,2.02970297029703,0.434866543770717,26.95,test
1519,koniq,2857618850.jpg,0,1,31,71,3,106,3.71698113207547,0.530134160578282,73.2394957983193,training
1520,koniq,2858136334.jpg,6,64,36,2,0,108,2.31481481481481,0.606015763468957,34.1486486486486,training
1521,koniq,2858839896.jpg,0,7,64,34,0,105,3.25714285714286,0.572252153750886,59.7631578947368,training
1522,koniq,2859973577.jpg,0,2,47,81,1,131,3.61832061068702,0.532887854664426,74.1417910447761,training
1523,koniq,2861346409.jpg,0,6,54,40,2,102,3.37254901960784,0.628081608928551,62.5344036697248,test
1524,koniq,286576891.jpg,1,27,68,5,0,101,2.76237623762376,0.550427376708048,48.0529661016949,training
1525,koniq,2866097268.jpg,2,32,62,7,0,103,2.71844660194175,0.617037128703877,46.0193965517241,test
1526,koniq,2866556638.jpg,0,26,72,8,0,106,2.83018867924528,0.542861871639687,50.7972972972973,training
1527,koniq,2867718050.jpg,4,81,24,0,0,109,2.18348623853211,0.474637046802878,31.86875,test
1528,koniq,2868335466.jpg,0,14,75,12,0,101,2.98019801980198,0.509513454578031,54.8214285714286,training
1529,koniq,2868514181.jpg,0,32,68,7,0,107,2.76635514018692,0.559302787883853,48.3411214953271,training
1530,koniq,2871570084.jpg,0,2,58,45,1,106,3.42452830188679,0.551156588371817,65.9600840336134,training
1531,koniq,2871745051.jpg,0,4,12,77,18,111,3.98198198198198,0.64641644305681,78.9555084745763,training
1532,koniq,287350518.jpg,3,77,31,0,0,111,2.25225225225225,0.494854771504979,33.510593220339,training
1533,koniq,2876226509.jpg,1,53,50,1,0,105,2.48571428571429,0.53912831557927,38.3676470588235,test
1534,koniq,288113726.jpg,34,67,10,0,0,111,1.78378378378378,0.593991206017019,22.0128205128205,training
1535,koniq,288435225.jpg,1,31,76,2,0,110,2.71818181818182,0.509214509003966,45.9734513274336,training
1536,koniq,2886173632.jpg,3,28,67,5,0,103,2.71844660194175,0.600938412037265,45.9509345794393,training
1537,koniq,2887792801.jpg,0,15,74,21,0,110,3.05454545454545,0.572077553547355,56.775641025641,training
1538,koniq,2888444557.jpg,0,4,74,29,0,107,3.23364485981308,0.506177671326723,60.1378504672897,training
1539,koniq,2889093136.jpg,0,4,61,39,2,106,3.36792452830189,0.590810124975516,64.7121848739496,training
1540,koniq,288926242.jpg,0,17,71,17,1,106,3.0188679245283,0.601286431633151,53.9663865546218,training
1541,koniq,2889734029.jpg,0,0,29,73,6,108,3.78703703703704,0.53040146892859,74.6260504201681,test
1542,koniq,2890317632.jpg,1,33,58,10,0,102,2.75490196078431,0.636143618347645,46.0344036697248,training
1543,koniq,2893674566.jpg,0,3,46,81,1,131,3.61068702290076,0.548740082566341,73.4908088235294,training
1544,koniq,289395722.jpg,7,42,47,2,0,98,2.44897959183673,0.659935157383168,38.3177570093458,training
1545,koniq,289462174.jpg,12,75,17,0,0,104,2.04807692307692,0.528412307616814,26.9695652173913,test
1546,koniq,2897238920.jpg,1,56,43,6,0,106,2.50943396226415,0.620986665279237,40.2413043478261,training
1547,koniq,2899446484.jpg,8,58,41,3,0,110,2.35454545454545,0.657858126368209,35.71875,training
1548,koniq,2901332011.jpg,0,6,60,38,2,106,3.33962264150943,0.615464090520783,61.5466101694915,training
1549,koniq,290161904.jpg,0,4,43,58,2,107,3.54205607476635,0.603142303553142,68.925,test
1550,koniq,2902284957.jpg,0,1,28,76,4,109,3.76146788990826,0.525270346068951,76.1184210526316,training
1551,koniq,2903155533.jpg,0,7,77,19,2,105,3.15238095238095,0.550890055709715,60.5069444444444,training
1552,koniq,2904337110.jpg,12,62,38,0,0,112,2.23214285714286,0.629344616307033,31.8846153846154,training
1553,koniq,2904731239.jpg,0,4,59,41,0,104,3.35576923076923,0.555960975629318,63.8881578947368,training
1554,koniq,2905127622.jpg,0,6,71,26,0,103,3.19417475728155,0.525025721632918,58.9,training
1555,koniq,2905606337.jpg,0,7,68,26,0,101,3.18811881188119,0.542454998817943,61.9174107142857,training
1556,koniq,2906250648.jpg,0,43,59,2,0,104,2.60576923076923,0.529118505469683,43.7287735849057,training
1557,koniq,2906852026.jpg,0,1,49,61,1,112,3.55357142857143,0.534221429177579,69.6089743589744,training
1558,koniq,2906945782.jpg,0,4,56,50,0,110,3.41818181818182,0.564741041277403,62.39375,training
1559,koniq,2907072293.jpg,37,65,8,0,0,110,1.73636363636364,0.585407765473404,21.1666666666667,test
1560,koniq,290776828.jpg,0,1,34,65,1,101,3.65346534653465,0.518375222485729,71.3177570093458,training
1561,koniq,290784782.jpg,0,3,35,62,6,106,3.66981132075472,0.628250755415498,71.5444915254237,training
1562,koniq,2908299910.jpg,1,27,71,11,1,111,2.85585585585586,0.630250265541711,47.7021739130435,training
1563,koniq,2908654044.jpg,2,53,48,3,0,106,2.49056603773585,0.589516073028878,41.5870535714286,training
1564,koniq,2909358760.jpg,0,1,44,58,3,106,3.59433962264151,0.565320000181818,70.5152173913043,training
1565,koniq,2910495331.jpg,0,1,61,40,1,103,3.39805825242718,0.530257167080327,66.4159292035398,training
1566,koniq,2910515798.jpg,1,5,42,50,3,101,3.48514851485149,0.68722429215124,65.7133027522936,training
1567,koniq,2910782740.jpg,0,10,72,27,0,109,3.15596330275229,0.563952846837089,56.1155462184874,test
1568,koniq,2916069086.jpg,0,1,55,62,0,118,3.51694915254237,0.518595256560915,70.525641025641,training
1569,koniq,2916773975.jpg,0,5,51,48,0,104,3.41346153846154,0.584767432371758,68.3616504854369,training
1570,koniq,2918475321.jpg,0,35,63,7,0,105,2.73333333333333,0.57623891056686,45.8175675675676,training
1571,koniq,2920995979.jpg,0,29,69,7,0,105,2.79047619047619,0.549391938265845,46.554347826087,training
1572,koniq,2923794448.jpg,0,1,44,59,2,106,3.58490566037736,0.549769207478433,72.4466019417476,training
1573,koniq,2924727768.jpg,1,1,50,53,3,108,3.51851851851852,0.61873373074401,67.2920353982301,validation
1574,koniq,2926374384.jpg,0,3,44,57,1,105,3.53333333333333,0.572891899231546,68.3258928571429,training
1575,koniq,2927008302.jpg,0,12,62,26,2,102,3.17647058823529,0.651149246110707,58.1554054054054,training
1576,koniq,2928622708.jpg,0,11,75,20,0,106,3.08490566037736,0.536619480829526,55.6206896551724,training
1577,koniq,2931243331.jpg,0,2,78,49,1,130,3.37692307692308,0.5321505967326,66.3125,training
1578,koniq,2931922629.jpg,0,5,59,41,0,105,3.34285714285714,0.568881686843911,63.5862068965517,training
1579,koniq,2932540851.jpg,0,0,56,53,0,109,3.48623853211009,0.502119192340169,67.6239495798319,test
1580,koniq,2933417983.jpg,9,58,40,3,0,110,2.33636363636364,0.667423812471915,37.4551282051282,training
1581,koniq,2933544143.jpg,0,29,69,8,0,106,2.80188679245283,0.559247986917716,48.7931034482759,training
1582,koniq,2937190977.jpg,0,0,36,67,2,105,3.67619047619048,0.509434794182543,73.1875,training
1583,koniq,2937238676.jpg,1,18,68,15,0,102,2.95098039215686,0.603249467802339,53.5353773584906,training
1584,koniq,2937429297.jpg,0,32,59,9,0,100,2.77,0.600588936550675,47.3040540540541,training
1585,koniq,2938430307.jpg,0,2,35,64,2,103,3.64077669902913,0.557557153177668,72.5982142857143,validation
1586,koniq,2939787669.jpg,0,1,47,59,0,107,3.54205607476635,0.519077080686367,68.8652173913043,training
1587,koniq,2941933060.jpg,0,0,19,86,9,114,3.91228070175439,0.489923301000493,79.4789915966387,validation
1588,koniq,2943372707.jpg,0,2,57,45,2,106,3.44339622641509,0.570383140725355,64.2033898305085,test
1589,koniq,2944165349.jpg,5,45,46,5,0,101,2.5049504950495,0.672662803732117,39.9583333333333,training
1590,koniq,2946225988.jpg,7,67,28,1,0,103,2.22330097087379,0.576195072410062,33.3370535714286,training
1591,koniq,2946661592.jpg,0,3,36,63,5,107,3.65420560747664,0.615871889066098,71.0210084033613,validation
1592,koniq,2948923084.jpg,0,0,28,72,6,106,3.79245283018868,0.529455805648376,74.9033613445378,training
1593,koniq,2949029930.jpg,4,84,41,4,0,133,2.33834586466165,0.588876923462414,34.4375,training
1594,koniq,2951011449.jpg,0,0,44,56,2,102,3.58823529411765,0.53311973979568,68.2110091743119,training
1595,koniq,2951329736.jpg,0,1,29,71,7,108,3.77777777777778,0.569199032800311,74.0818584070797,training
1596,koniq,2951685771.jpg,0,0,30,79,3,112,3.75892857142857,0.488526663712741,74.9679487179487,training
1597,koniq,2952066894.jpg,0,3,41,53,3,100,3.56,0.608359277155375,70.2702702702703,validation
1598,koniq,2952908030.jpg,0,22,75,6,1,104,2.86538461538462,0.540723935947584,50.2179487179487,test
1599,koniq,2953741163.jpg,2,42,55,10,0,109,2.6697247706422,0.667430754787558,45.1864406779661,training
1600,koniq,2954125895.jpg,0,0,21,75,8,104,3.875,0.515535351871359,77.828125,training
1601,koniq,2954406623.jpg,17,81,15,0,0,113,1.98230088495575,0.534226759053209,26.3739495798319,test
1602,koniq,2956548148.jpg,8,79,16,1,0,104,2.09615384615385,0.512356648561204,28.5973451327434,training
1603,koniq,2957895882.jpg,4,51,82,2,1,140,2.60714285714286,0.608056564145484,44.8493150684931,training
1604,koniq,2958115632.jpg,0,0,16,81,13,110,3.97272727272727,0.51507710136473,77.6071428571429,training
1605,koniq,295960855.jpg,0,1,42,58,4,105,3.61904761904762,0.57814278880661,69.703781512605,training
1606,koniq,2960552821.jpg,16,77,8,0,0,101,1.92079207920792,0.483387387440584,23.9565217391304,test
1607,koniq,2962584804.jpg,0,10,62,35,0,107,3.23364485981308,0.607802091243158,61.3326086956522,test
1608,koniq,296426748.jpg,10,87,13,0,0,110,2.02727272727273,0.458539582577839,27.0084745762712,training
1609,koniq,2964711556.jpg,0,3,36,59,5,103,3.64077669902913,0.623940182716745,71.4196428571429,training
1610,koniq,2964746234.jpg,3,55,41,2,0,101,2.41584158415842,0.587661922072092,38.725,test
1611,koniq,2965834083.jpg,0,0,17,83,6,106,3.89622641509434,0.456263192279336,81.775,training
1612,koniq,2967177700.jpg,0,25,62,19,0,106,2.94339622641509,0.644835729236455,52.4888392857143,test
1613,koniq,296739390.jpg,0,16,72,25,1,114,3.09649122807018,0.623568069332061,55.0833333333333,test
