,dataset,Image name,MOS,Brightness,Colorfulness,Contrast,Noisiness,Sharpness,scaled_MOS_quality,set
913,spaq,00914.jpg,87.21,82.29,88.86,87.43,79.6,87.69,4.625957446808511,training
8430,spaq,08431.jpg,64.0,68.0,76.33,71.67,66.33,70.33,3.6382978723404253,test
6668,spaq,06669.jpg,32.57,54.43,41.57,43.57,31.86,21.0,2.300851063829787,training
4928,spaq,04929.jpg,28.0,41.86,50.29,46.57,31.86,17.43,2.106382978723404,training
9329,spaq,09330.jpg,67.6,62.67,66.7,67.67,59.9,62.2,3.7914893617021272,test
8896,spaq,08897.jpg,67.86,65.86,68.67,68.57,66.86,68.86,3.8025531914893613,training
9698,spaq,09699.jpg,51.0,34.0,54.75,40.5,40.25,46.0,3.085106382978723,test
5264,spaq,05265.jpg,36.63,34.13,42.63,42.63,36.75,35.38,2.473617021276596,training
7277,spaq,07278.jpg,72.5,74.5,73.0,68.0,60.5,73.0,4.0,training
2904,spaq,02905.jpg,73.78,61.89,72.0,70.74,66.58,64.88,4.054468085106383,training
2442,spaq,02443.jpg,80.56,79.67,85.88,83.38,74.44,83.63,4.342978723404255,training
7054,spaq,07055.jpg,44.29,42.57,53.71,41.83,25.43,31.57,2.7995744680851065,training
199,spaq,00200.jpg,75.38,69.38,76.0,68.63,76.14,76.75,4.122553191489361,training
10011,spaq,10012.jpg,68.62,54.46,62.0,58.85,66.25,75.27,3.8348936170212764,training
3068,spaq,03069.jpg,62.0,61.57,69.0,58.71,44.29,60.43,3.553191489361702,test
9231,spaq,09232.jpg,32.1,30.3,35.9,36.1,26.5,28.2,2.2808510638297874,test
2875,spaq,02876.jpg,76.72,72.37,76.53,71.06,67.11,72.28,4.179574468085106,training
7406,spaq,07407.jpg,83.33,84.83,82.5,82.67,79.17,82.83,4.460851063829788,training
2941,spaq,02942.jpg,17.9,22.91,31.91,28.36,24.42,12.64,1.676595744680851,training
5075,spaq,05076.jpg,71.91,72.2,77.1,75.3,76.09,72.73,3.974893617021276,validation
10483,spaq,10484.jpg,41.0,42.67,60.0,52.5,33.5,33.5,2.6595744680851063,training
5994,spaq,05995.jpg,29.33,66.33,60.67,60.67,44.33,25.0,2.162978723404255,test
9103,spaq,09104.jpg,76.0,77.6,81.2,75.0,75.4,67.0,4.148936170212766,training
6780,spaq,06781.jpg,27.0,45.67,42.5,39.67,25.5,20.0,2.0638297872340425,training
470,spaq,00471.jpg,37.57,62.71,60.14,52.86,38.14,12.17,2.5136170212765956,training
6606,spaq,06607.jpg,23.6,40.8,50.8,42.4,32.0,24.0,1.9191489361702128,training
6629,spaq,06630.jpg,41.83,42.83,46.83,41.0,26.0,38.5,2.6948936170212763,training
3287,spaq,03288.jpg,59.94,56.13,66.31,60.94,57.88,66.65,3.465531914893617,validation
3390,spaq,03391.jpg,28.33,50.56,51.0,34.6,45.56,18.4,2.1204255319148935,training
8877,spaq,08878.jpg,83.38,80.25,84.86,81.86,83.0,83.38,4.462978723404255,training
8534,spaq,08535.jpg,28.67,29.33,38.78,35.67,29.56,24.44,2.1348936170212767,training
9028,spaq,09029.jpg,72.75,67.5,69.5,72.75,68.0,71.25,4.01063829787234,training
5819,spaq,05820.jpg,73.8,78.2,75.4,75.2,64.8,75.2,4.05531914893617,training
4288,spaq,04289.jpg,43.55,45.73,44.67,44.91,42.8,46.3,2.7680851063829786,training
6905,spaq,06906.jpg,34.5,40.75,27.25,37.0,33.75,15.25,2.382978723404255,training
5818,spaq,05819.jpg,67.8,64.6,69.4,65.2,63.8,63.0,3.8,test
4542,spaq,04543.jpg,82.83,75.29,78.83,75.29,67.86,77.57,4.439574468085106,training
5270,spaq,05271.jpg,9.67,44.89,50.67,44.78,32.22,6.78,1.3263829787234043,training
1835,spaq,01836.jpg,40.67,46.33,43.44,52.0,33.67,26.25,2.645531914893617,validation
1818,spaq,01819.jpg,68.46,70.58,78.17,69.69,77.17,70.25,3.828085106382978,test
1042,spaq,01043.jpg,67.0,50.89,66.25,59.0,72.5,69.5,3.7659574468085104,training
8545,spaq,08546.jpg,85.25,80.75,87.25,81.5,87.5,84.5,4.542553191489362,training
5277,spaq,05278.jpg,59.11,70.75,72.5,64.44,44.56,66.33,3.4302127659574464,test
486,spaq,00487.jpg,83.5,82.33,81.67,87.2,78.17,81.33,4.468085106382979,training
2514,spaq,02515.jpg,25.89,59.0,51.56,48.56,45.0,18.89,2.016595744680851,training
2709,spaq,02710.jpg,23.29,41.08,43.69,38.38,35.23,13.79,1.9059574468085105,training
892,spaq,00893.jpg,65.0,65.58,69.91,67.75,70.73,70.45,3.680851063829787,training
5586,spaq,05587.jpg,65.33,61.67,70.17,64.83,62.67,62.33,3.6948936170212763,test
2666,spaq,02667.jpg,23.79,49.15,48.23,39.92,36.85,14.21,1.9272340425531915,training
6314,spaq,06315.jpg,55.67,62.0,63.67,68.0,36.17,45.5,3.2838297872340423,training
8576,spaq,08577.jpg,31.75,50.75,51.0,51.25,45.75,22.25,2.2659574468085104,training
8807,spaq,08808.jpg,87.5,90.0,86.75,88.5,90.75,91.0,4.638297872340425,training
6373,spaq,06374.jpg,26.88,39.63,26.5,22.38,21.0,26.63,2.058723404255319,validation
662,spaq,00663.jpg,47.71,64.57,62.86,57.29,64.0,33.71,2.9451063829787234,training
8351,spaq,08352.jpg,74.0,62.0,69.0,71.6,74.8,77.0,4.0638297872340425,training
991,spaq,00992.jpg,59.89,71.63,75.13,59.67,57.67,53.11,3.4634042553191486,test
1384,spaq,01385.jpg,77.6,71.4,79.3,76.7,78.64,79.5,4.217021276595744,training
2431,spaq,02432.jpg,57.75,53.88,63.0,59.88,56.13,55.75,3.372340425531915,validation
1737,spaq,01738.jpg,47.13,34.14,48.25,46.63,47.71,27.43,2.9204255319148937,training
10619,spaq,10620.jpg,16.0,18.86,18.2,11.71,30.43,20.83,1.5957446808510638,test
10954,spaq,10955.jpg,77.29,76.14,77.29,80.43,83.17,82.0,4.203829787234043,training
4122,spaq,04123.jpg,16.1,46.18,36.45,40.09,23.36,14.2,1.6,training
9824,spaq,09825.jpg,61.14,55.71,64.71,55.43,59.14,62.14,3.516595744680851,test
6268,spaq,06269.jpg,69.33,67.67,70.0,67.67,54.33,71.33,3.8651063829787233,test
10009,spaq,10010.jpg,33.15,53.62,51.08,45.0,39.0,18.58,2.325531914893617,training
8309,spaq,08310.jpg,27.44,59.56,62.56,65.38,38.7,23.5,2.0825531914893616,validation
4470,spaq,04471.jpg,76.5,65.22,66.56,68.89,71.33,77.63,4.170212765957447,training
3186,spaq,03187.jpg,54.17,60.5,65.0,66.17,34.33,46.17,3.2199999999999998,validation
570,spaq,00571.jpg,66.74,73.32,74.78,73.16,65.61,59.67,3.7548936170212763,training
2448,spaq,02449.jpg,21.63,43.0,38.25,40.13,25.0,18.75,1.8353191489361702,validation
10469,spaq,10470.jpg,70.0,65.17,68.17,68.67,64.83,83.5,3.8936170212765955,validation
7264,spaq,07265.jpg,48.5,50.5,58.5,46.5,14.0,48.5,2.978723404255319,training
8687,spaq,08688.jpg,66.67,67.0,82.71,79.14,70.22,69.33,3.751914893617021,validation
8754,spaq,08755.jpg,66.4,62.2,60.2,54.4,55.6,64.0,3.7404255319148936,training
1246,spaq,01247.jpg,45.25,40.57,56.88,64.25,51.13,41.5,2.8404255319148937,training
854,spaq,00855.jpg,40.6,32.33,49.5,42.27,49.0,42.73,2.6425531914893616,training
5427,spaq,05428.jpg,49.67,39.33,64.33,47.17,39.67,59.0,3.028510638297872,training
4709,spaq,04710.jpg,64.78,69.89,62.0,59.75,60.78,55.67,3.6714893617021276,test
6068,spaq,06069.jpg,71.11,70.67,72.78,70.11,69.11,72.67,3.940851063829787,training
3141,spaq,03142.jpg,27.43,56.14,60.14,57.14,53.29,17.43,2.082127659574468,training
10285,spaq,10286.jpg,64.25,62.13,63.25,60.88,61.5,63.0,3.6489361702127656,test
2694,spaq,02695.jpg,35.6,58.36,67.0,53.57,56.21,21.2,2.429787234042553,test
4822,spaq,04823.jpg,82.89,78.0,83.1,82.0,80.2,83.2,4.442127659574468,training
7350,spaq,07351.jpg,17.0,25.2,33.4,24.6,18.6,8.2,1.6382978723404253,training
7262,spaq,07263.jpg,39.5,20.75,31.75,26.0,28.75,22.5,2.595744680851064,training
4518,spaq,04519.jpg,80.71,72.75,82.43,75.75,75.25,78.25,4.349361702127659,training
2570,spaq,02571.jpg,53.8,58.4,61.9,55.0,52.11,52.6,3.204255319148936,test
10255,spaq,10256.jpg,48.25,33.75,49.88,52.38,55.5,50.13,2.9680851063829787,training
6994,spaq,06995.jpg,21.7,58.58,55.17,51.08,35.3,15.2,1.8382978723404255,training
8263,spaq,08264.jpg,75.6,76.9,80.33,75.2,72.09,81.18,4.131914893617021,training
6256,spaq,06257.jpg,32.0,34.67,43.67,44.67,34.0,20.33,2.276595744680851,training
2690,spaq,02691.jpg,38.43,59.46,67.46,59.0,47.69,28.14,2.550212765957447,training
7710,spaq,07711.jpg,5.4,5.4,25.8,8.0,31.8,7.8,1.1446808510638298,training
6965,spaq,06966.jpg,16.0,55.55,50.73,42.73,35.5,13.4,1.5957446808510638,training
6846,spaq,06847.jpg,56.0,67.5,67.5,66.5,47.5,48.5,3.2978723404255317,test
4529,spaq,04530.jpg,80.0,69.5,74.14,76.13,71.38,75.5,4.319148936170213,training
9354,spaq,09355.jpg,47.5,43.25,60.57,53.0,43.63,45.75,2.9361702127659575,training
7318,spaq,07319.jpg,64.67,69.33,73.33,76.33,81.67,52.33,3.666808510638298,training
1231,spaq,01232.jpg,44.0,55.88,72.43,59.25,70.75,62.5,2.7872340425531914,training
6187,spaq,06188.jpg,44.57,40.71,52.43,42.33,37.43,42.71,2.8114893617021277,training
3055,spaq,03056.jpg,45.14,55.14,58.57,50.86,35.14,32.86,2.835744680851064,training
9563,spaq,09564.jpg,43.0,48.33,46.83,46.33,44.33,35.17,2.74468085106383,training
1206,spaq,01207.jpg,73.0,77.88,76.38,81.14,71.5,79.13,4.0212765957446805,training
1204,spaq,01205.jpg,57.86,59.14,63.57,65.43,62.57,63.43,3.3770212765957446,test
2177,spaq,02178.jpg,36.43,52.57,49.0,55.86,43.43,40.57,2.4651063829787234,training
6258,spaq,06259.jpg,45.33,57.0,62.67,61.67,41.67,37.67,2.8438297872340423,training
6168,spaq,06169.jpg,59.14,47.86,53.14,56.71,55.71,53.71,3.4314893617021274,training
10994,spaq,10995.jpg,82.86,85.0,89.0,82.57,84.57,83.57,4.440851063829787,training
9057,spaq,09058.jpg,35.67,69.0,61.0,59.5,36.67,24.0,2.4327659574468083,training
1831,spaq,01832.jpg,78.09,80.36,80.44,78.73,75.36,78.3,4.2378723404255325,training
5172,spaq,05173.jpg,53.67,47.11,59.44,49.89,59.63,53.89,3.198723404255319,validation
9592,spaq,09593.jpg,24.33,48.5,61.67,52.17,36.33,27.33,1.9502127659574469,training
3263,spaq,03264.jpg,56.71,61.31,59.31,59.44,46.76,55.59,3.3280851063829786,test
6924,spaq,06925.jpg,53.0,58.8,50.4,57.8,44.2,55.6,3.1702127659574466,test
7044,spaq,07045.jpg,60.29,54.57,63.14,76.0,63.43,58.57,3.4804255319148933,test
1544,spaq,01545.jpg,67.93,68.21,69.93,63.4,67.0,72.87,3.805531914893617,validation
10432,spaq,10433.jpg,17.33,50.0,34.67,45.67,10.0,8.0,1.6523404255319147,training
10339,spaq,10340.jpg,45.57,57.43,66.0,58.29,50.0,40.71,2.8540425531914893,training
6133,spaq,06134.jpg,16.67,57.83,59.17,52.0,55.83,9.0,1.6242553191489362,training
6505,spaq,06506.jpg,79.43,76.14,83.29,80.29,83.0,79.0,4.294893617021277,training
6416,spaq,06417.jpg,37.38,63.13,65.38,62.25,34.75,21.0,2.5055319148936173,test
9342,spaq,09343.jpg,54.88,53.88,62.38,59.5,53.25,52.25,3.2502127659574467,validation
8109,spaq,08110.jpg,73.0,66.0,78.25,68.0,76.14,81.0,4.0212765957446805,training
4344,spaq,04345.jpg,45.8,50.33,55.4,60.29,43.6,44.93,2.8638297872340424,test
1780,spaq,01781.jpg,66.29,51.8,70.79,69.5,73.07,70.21,3.735744680851064,training
5099,spaq,05100.jpg,70.64,68.3,79.2,75.4,63.36,79.4,3.920851063829787,training
7890,spaq,07891.jpg,69.63,56.63,75.71,62.75,81.88,75.38,3.8778723404255313,training
2215,spaq,02216.jpg,39.33,50.67,51.33,53.0,43.17,29.5,2.588510638297872,training
8142,spaq,08143.jpg,39.0,69.0,71.33,68.83,51.83,31.67,2.574468085106383,test
8301,spaq,08302.jpg,39.78,56.7,62.44,61.33,40.3,32.2,2.607659574468085,training
6265,spaq,06266.jpg,81.33,81.0,80.0,71.67,80.0,82.0,4.375744680851064,training
8562,spaq,08563.jpg,58.8,58.8,57.0,68.0,56.2,60.2,3.417021276595744,training
1180,spaq,01181.jpg,39.29,46.71,67.17,69.33,46.71,28.29,2.586808510638298,training
8135,spaq,08136.jpg,84.43,85.14,84.71,85.43,78.14,84.57,4.507659574468086,training
9899,spaq,09900.jpg,34.6,65.4,61.4,58.4,40.8,24.8,2.3872340425531915,training
409,spaq,00410.jpg,32.47,25.73,38.59,26.71,30.13,20.88,2.296595744680851,validation
749,spaq,00750.jpg,36.07,30.31,47.67,45.67,30.2,29.73,2.449787234042553,training
3913,spaq,03914.jpg,32.62,55.5,55.57,46.64,37.15,26.86,2.302978723404255,validation
4598,spaq,04599.jpg,59.0,54.25,69.55,59.42,51.91,61.73,3.4255319148936167,training
6763,spaq,06764.jpg,72.5,73.67,75.83,74.17,75.0,80.17,4.0,training
8425,spaq,08426.jpg,58.67,53.0,63.0,59.33,54.33,64.0,3.4114893617021274,training
5688,spaq,05689.jpg,67.43,56.71,62.43,58.71,69.43,73.0,3.784255319148936,test
1297,spaq,01298.jpg,49.0,61.07,68.0,60.14,58.07,51.0,3.0,training
3965,spaq,03966.jpg,32.82,38.55,59.55,46.67,32.73,17.92,2.3114893617021277,training
5793,spaq,05794.jpg,73.88,59.86,78.43,75.43,75.86,75.25,4.058723404255319,training
10482,spaq,10483.jpg,27.83,57.5,57.33,52.67,28.0,18.0,2.0991489361702125,training
9534,spaq,09535.jpg,25.67,46.33,44.33,43.33,32.67,17.0,2.0072340425531916,training
7196,spaq,07197.jpg,74.0,72.6,69.6,73.8,72.2,74.6,4.0638297872340425,training
3304,spaq,03305.jpg,32.43,51.29,55.57,57.14,39.43,20.0,2.2948936170212764,training
3136,spaq,03137.jpg,57.38,40.11,57.75,56.25,40.56,55.11,3.356595744680851,test
2149,spaq,02150.jpg,28.75,52.39,44.06,49.56,42.67,15.53,2.1382978723404253,training
5031,spaq,05032.jpg,43.75,65.75,69.0,62.63,62.25,30.0,2.776595744680851,training
5571,spaq,05572.jpg,64.29,66.29,62.86,66.71,64.29,57.0,3.6506382978723404,training
7412,spaq,07413.jpg,39.4,29.6,53.8,44.4,51.2,60.0,2.5914893617021275,validation
11110,spaq,11111.jpg,73.0,67.33,74.67,74.5,73.0,70.67,4.0212765957446805,training
3048,spaq,03049.jpg,29.44,45.67,53.88,41.56,37.44,17.78,2.167659574468085,training
9651,spaq,09652.jpg,42.25,42.5,53.75,46.0,39.25,41.75,2.7127659574468086,training
806,spaq,00807.jpg,35.29,40.86,58.29,57.14,25.14,36.0,2.416595744680851,training
4548,spaq,04549.jpg,39.29,30.86,44.33,49.0,47.29,47.0,2.586808510638298,training
7563,spaq,07564.jpg,72.6,67.4,73.8,72.2,63.4,63.0,4.004255319148936,training
5913,spaq,05914.jpg,72.4,73.1,74.1,70.1,67.0,59.91,3.9957446808510637,training
5659,spaq,05660.jpg,67.89,63.78,71.0,71.44,69.0,64.3,3.8038297872340423,validation
9644,spaq,09645.jpg,83.0,76.67,79.5,82.5,71.83,82.33,4.446808510638298,training
8182,spaq,08183.jpg,38.67,61.5,47.33,59.17,49.5,34.33,2.560425531914894,training
3198,spaq,03199.jpg,61.33,71.5,76.5,75.5,58.0,54.17,3.5246808510638297,test
590,spaq,00591.jpg,64.0,62.38,68.06,62.88,67.94,68.69,3.6382978723404253,test
10008,spaq,10009.jpg,59.77,62.0,64.31,61.0,61.64,56.75,3.4582978723404256,training
2057,spaq,02058.jpg,32.13,33.25,43.88,31.71,32.5,35.25,2.282127659574468,test
2688,spaq,02689.jpg,67.21,68.57,73.0,66.43,68.79,66.57,3.7748936170212763,test
9621,spaq,09622.jpg,79.67,80.33,74.0,76.67,78.83,80.0,4.305106382978724,training
1710,spaq,01711.jpg,60.7,53.2,70.44,64.22,71.67,60.5,3.497872340425532,test
6152,spaq,06153.jpg,80.13,72.63,78.5,77.25,80.5,82.13,4.32468085106383,training
931,spaq,00932.jpg,31.09,49.46,53.58,43.85,43.46,19.33,2.237872340425532,training
3778,spaq,03779.jpg,31.36,47.27,46.0,51.9,29.9,25.55,2.2493617021276595,training
922,spaq,00923.jpg,37.58,31.54,42.73,35.62,49.69,35.5,2.5140425531914894,training
5949,spaq,05950.jpg,39.1,68.0,70.5,59.1,51.27,26.73,2.578723404255319,training
6056,spaq,06057.jpg,57.88,63.13,59.67,57.0,49.67,42.0,3.3778723404255317,training
10085,spaq,10086.jpg,27.13,67.0,61.25,57.75,42.0,16.14,2.0693617021276594,validation
9216,spaq,09217.jpg,74.89,72.89,72.11,76.22,73.0,72.78,4.101702127659575,training
10969,spaq,10970.jpg,11.14,60.0,64.0,38.29,25.43,6.33,1.3889361702127658,training
9583,spaq,09584.jpg,33.0,27.5,39.17,36.33,26.0,31.33,2.3191489361702127,training
7754,spaq,07755.jpg,35.2,63.6,62.8,60.8,56.6,33.4,2.4127659574468088,training
6761,spaq,06762.jpg,65.2,58.0,65.4,65.8,62.0,65.4,3.6893617021276595,validation
5857,spaq,05858.jpg,42.17,38.33,51.0,52.67,28.33,45.83,2.7093617021276595,training
10448,spaq,10449.jpg,31.67,40.67,46.67,41.83,27.0,26.5,2.2625531914893617,test
3505,spaq,03506.jpg,62.42,71.92,73.08,71.92,59.25,47.08,3.571063829787234,test
5404,spaq,05405.jpg,27.83,57.5,51.33,51.17,41.17,13.17,2.0991489361702125,training
7659,spaq,07660.jpg,71.67,73.5,76.67,76.0,74.67,72.0,3.9646808510638296,test
10784,spaq,10785.jpg,66.43,60.29,70.0,69.57,75.86,75.71,3.7417021276595746,validation
6362,spaq,06363.jpg,37.67,57.83,46.83,50.0,27.17,24.5,2.517872340425532,training
8428,spaq,08429.jpg,75.0,78.5,74.5,73.0,73.0,70.5,4.1063829787234045,training
1930,spaq,01931.jpg,77.0,78.3,82.7,78.1,71.3,66.9,4.191489361702128,training
7251,spaq,07252.jpg,32.67,61.67,51.0,58.67,22.33,36.67,2.3051063829787233,training
4168,spaq,04169.jpg,53.0,76.0,75.17,73.0,61.0,33.67,3.1702127659574466,validation
10883,spaq,10884.jpg,64.67,71.17,74.0,63.14,59.17,51.57,3.666808510638298,test
7619,spaq,07620.jpg,60.75,63.0,60.13,58.38,47.13,59.0,3.5,test
9128,spaq,09129.jpg,64.0,55.4,75.6,72.4,56.2,63.2,3.6382978723404253,test
6159,spaq,06160.jpg,65.17,72.83,70.67,72.83,63.67,75.0,3.6880851063829785,training
1283,spaq,01284.jpg,33.5,57.33,60.45,50.17,51.33,29.92,2.3404255319148937,training
7675,spaq,07676.jpg,58.86,67.43,80.14,71.43,75.14,51.14,3.419574468085106,test
8542,spaq,08543.jpg,74.5,72.25,75.0,67.25,75.5,79.5,4.085106382978723,training
1083,spaq,01084.jpg,73.31,73.23,72.31,75.85,64.92,74.38,4.034468085106383,training
3500,spaq,03501.jpg,60.14,53.15,70.46,65.62,67.62,67.15,3.4740425531914894,training
8735,spaq,08736.jpg,20.29,49.63,52.86,50.14,17.71,17.0,1.7782978723404255,training
10197,spaq,10198.jpg,32.57,41.67,56.5,56.86,61.29,31.14,2.300851063829787,training
4140,spaq,04141.jpg,65.71,54.43,67.67,57.29,81.29,80.0,3.7110638297872334,training
5721,spaq,05722.jpg,28.71,47.71,52.43,40.57,40.14,15.86,2.136595744680851,training
3448,spaq,03449.jpg,67.42,67.5,67.18,65.4,65.5,67.27,3.7838297872340423,test
2744,spaq,02745.jpg,63.55,65.78,59.88,59.84,57.82,64.79,3.6191489361702125,training
10962,spaq,10963.jpg,19.17,72.43,75.83,56.29,50.71,12.29,1.7306382978723405,training
4093,spaq,04094.jpg,83.7,87.2,86.4,82.64,82.27,85.11,4.476595744680851,training
4618,spaq,04619.jpg,69.5,71.83,69.27,70.45,61.82,70.08,3.8723404255319145,validation
8974,spaq,08975.jpg,36.78,55.56,57.0,53.44,49.11,17.5,2.48,training
10530,spaq,10531.jpg,38.17,52.0,59.5,57.67,44.33,23.67,2.539148936170213,validation
91,spaq,00092.jpg,49.86,54.43,59.33,56.33,53.14,43.71,3.036595744680851,test
1037,spaq,01038.jpg,42.5,66.82,71.7,66.27,50.18,33.2,2.723404255319149,training
8153,spaq,08154.jpg,60.83,63.67,64.67,61.17,64.5,69.5,3.5034042553191487,test
613,spaq,00614.jpg,76.28,76.89,72.94,74.35,77.35,75.39,4.160851063829787,training
8423,spaq,08424.jpg,82.5,83.25,79.75,76.25,73.25,73.5,4.425531914893617,training
4912,spaq,04913.jpg,33.86,36.86,46.14,41.57,35.57,33.71,2.3557446808510636,test
188,spaq,00189.jpg,44.2,47.7,48.7,47.3,41.4,31.5,2.795744680851064,training
5734,spaq,05735.jpg,35.29,47.14,41.43,45.29,43.71,22.14,2.416595744680851,validation
9906,spaq,09907.jpg,49.25,60.0,62.25,55.0,34.5,53.5,3.0106382978723403,validation
1450,spaq,01451.jpg,17.44,42.89,44.9,41.33,41.5,11.4,1.6570212765957448,training
2954,spaq,02955.jpg,50.5,57.22,66.63,64.88,52.22,37.0,3.0638297872340425,test
3488,spaq,03489.jpg,27.15,46.92,47.0,40.33,43.85,18.0,2.0702127659574465,test
5693,spaq,05694.jpg,53.43,65.43,61.43,59.14,65.14,50.71,3.1885106382978723,training
6182,spaq,06183.jpg,39.57,56.0,53.86,57.86,38.57,33.71,2.598723404255319,training
5361,spaq,05362.jpg,76.11,74.88,73.44,71.78,75.44,74.56,4.153617021276596,training
10098,spaq,10099.jpg,66.38,68.88,75.0,74.0,53.88,58.57,3.739574468085106,test
1756,spaq,01757.jpg,71.0,64.25,69.0,65.5,67.69,67.92,3.9361702127659575,test
2664,spaq,02665.jpg,60.86,62.85,73.31,65.69,65.38,63.21,3.5046808510638296,validation
982,spaq,00983.jpg,29.67,51.89,58.88,45.89,28.78,12.11,2.177446808510638,training
10636,spaq,10637.jpg,12.83,44.43,40.29,39.29,30.29,5.6,1.4608510638297871,training
11066,spaq,11067.jpg,46.0,45.0,45.33,47.67,46.33,48.6,2.872340425531915,training
8866,spaq,08867.jpg,72.0,71.5,73.3,73.33,77.7,72.33,3.978723404255319,validation
5592,spaq,05593.jpg,29.4,49.8,43.4,31.6,24.4,20.6,2.1659574468085103,training
5523,spaq,05524.jpg,37.38,64.5,62.0,56.5,42.25,21.0,2.5055319148936173,training
9618,spaq,09619.jpg,83.17,81.67,84.0,78.5,79.5,81.5,4.454042553191489,training
10984,spaq,10985.jpg,38.14,18.57,29.83,24.14,62.29,46.29,2.537872340425532,training
2761,spaq,02762.jpg,65.5,44.96,44.93,48.82,57.96,58.46,3.702127659574468,training
5197,spaq,05198.jpg,82.71,80.29,82.0,81.71,79.86,82.0,4.434468085106383,training
966,spaq,00967.jpg,42.8,60.4,60.9,55.7,52.5,26.44,2.7361702127659573,training
1973,spaq,01974.jpg,49.4,61.0,67.44,62.0,49.4,35.78,3.0170212765957443,validation
7404,spaq,07405.jpg,72.0,63.8,70.2,69.0,68.0,72.0,3.978723404255319,test
10936,spaq,10937.jpg,55.5,67.29,71.0,68.57,31.83,64.14,3.2765957446808507,training
9408,spaq,09409.jpg,18.57,22.0,27.71,25.57,20.57,15.0,1.7051063829787234,training
4926,spaq,04927.jpg,65.13,61.75,65.0,63.13,64.25,65.38,3.6863829787234037,test
6942,spaq,06943.jpg,6.11,8.64,17.73,10.45,7.22,7.4,1.1748936170212767,training
3090,spaq,03091.jpg,67.14,47.14,58.29,58.57,68.0,55.14,3.771914893617021,test
3372,spaq,03373.jpg,30.0,41.4,52.4,40.8,35.78,21.9,2.1914893617021276,validation
10903,spaq,10904.jpg,51.14,74.86,81.33,73.14,68.17,47.0,3.0910638297872337,training
5801,spaq,05802.jpg,70.13,77.57,72.43,74.14,73.57,60.75,3.8991489361702123,validation
5364,spaq,05365.jpg,42.0,40.43,52.88,51.25,36.88,30.63,2.702127659574468,training
10485,spaq,10486.jpg,29.67,18.67,30.67,27.67,52.83,48.0,2.177446808510638,training
6181,spaq,06182.jpg,39.38,43.0,50.75,36.71,40.75,39.25,2.5906382978723403,training
2078,spaq,02079.jpg,55.88,53.25,56.63,53.25,60.63,58.25,3.2927659574468082,training
4189,spaq,04190.jpg,84.83,86.0,85.67,86.5,84.67,85.0,4.52468085106383,training
5021,spaq,05022.jpg,79.9,78.6,81.7,82.5,76.8,82.5,4.314893617021277,training
1141,spaq,01142.jpg,59.5,60.0,62.5,64.0,45.67,56.89,3.4468085106382977,training
5870,spaq,05871.jpg,72.8,73.6,74.8,74.0,75.4,76.6,4.012765957446808,training
7314,spaq,07315.jpg,60.33,26.33,85.33,56.33,73.33,66.33,3.4821276595744677,validation
1761,spaq,01762.jpg,21.54,50.64,51.0,44.0,32.29,15.0,1.8314893617021277,training
7704,spaq,07705.jpg,39.0,44.4,60.0,45.2,42.8,35.2,2.574468085106383,training
9709,spaq,09710.jpg,83.0,70.25,82.5,81.0,80.25,80.0,4.446808510638298,training
66,spaq,00067.jpg,67.86,72.86,68.0,66.43,67.86,68.0,3.8025531914893613,test
6558,spaq,06559.jpg,38.71,65.29,73.71,60.57,32.43,22.14,2.562127659574468,training
2130,spaq,02131.jpg,16.59,44.41,39.67,36.94,24.5,8.71,1.6208510638297873,training
6542,spaq,06543.jpg,81.14,81.86,80.86,76.86,83.86,81.0,4.367659574468085,training
3839,spaq,03840.jpg,26.17,47.0,38.33,40.83,36.0,24.83,2.0285106382978726,training
4942,spaq,04943.jpg,24.43,45.0,41.71,46.14,38.14,20.57,1.9544680851063831,validation
5554,spaq,05555.jpg,30.14,27.86,30.71,38.29,32.0,35.43,2.1974468085106382,training
